STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,DAPR,MDPR,PRCP,TAVG,TMAX,TMIN,TOBS
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,4/3/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,4/4/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,4/8/2014,,,,1.62,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,4/9/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,4/10/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,4/11/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,4/12/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,4/13/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,4/14/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,4/15/2014,,,,1.19,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,4/16/2014,,,,0.76,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,4/17/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,4/18/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,4/19/2014,,,,0.09,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,4/20/2014,,,,0.01,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,4/24/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,4/25/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,4/26/2014,,,,0.2,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,4/27/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,4/28/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,4/29/2014,,,,0.14,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,4/30/2014,,,,0.46,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,5/1/2014,,,,0.2,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,5/4/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,5/5/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,5/6/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,5/7/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,5/8/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,5/9/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,5/12/2014,,,,0.11,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,5/13/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,5/14/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,5/15/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,5/16/2014,,,,2.21,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,5/17/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,5/18/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,5/19/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,5/20/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,5/21/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,5/22/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,5/23/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,5/24/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,5/25/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,5/26/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,5/27/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,5/28/2014,,,,0.03,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,6/1/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,6/2/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,6/3/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,6/4/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,6/5/2014,,,,0.22,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,6/6/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,6/7/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,6/8/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,6/9/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,6/10/2014,,,,0.02,,,,
